"country","country_code","year_week","source","new_cases","number_sequenced","percent_cases_sequenced","valid_denomi0tor","variant","number_detections_variant","number_sequenced_known_variant","percent_variant","total_cases"
"Austria","AT","2020-46","GISAID",47837,161,0.3,TRUE,"BQ.1",0,161,0,6084155
"Austria","AT","2020-46","GISAID",47837,161,0.3,TRUE,"C.37",0,161,0,6084155
"Austria","AT","2020-46","GISAID",47837,161,0.3,TRUE,"P.1",0,161,0,6084155
"Austria","AT","2020-46","GISAID",47837,161,0.3,TRUE,"P.3",0,161,0,6084155
"Austria","AT","2020-46","GISAID",47837,161,0.3,TRUE,"XBB",0,161,0,6084155
"Austria","AT","2020-46","GISAID",47837,161,0.3,TRUE,"UNK",1,161,0.6,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"Other",38,38,100,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"XBB.1.5-like",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"XBB.1.5-like+F456L",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"B.1.351",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"B.1.617.2",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"B.1.1.529",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"B.1.1.7",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"B.1.427/B.1.429",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"B.1.525",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"B.1.621",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"BA.1",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"BA.2",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"BA.2.75",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"BA.2.86",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"BA.4",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"BA.5",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"BQ.1",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"C.37",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"P.1",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"P.3",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"XBB",0,38,0,6084155
"Austria","AT","2020-47","GISAID",40699,38,0.1,TRUE,"UNK",3,38,7.9,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"Other",99,102,97.1,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"XBB.1.5-like",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"XBB.1.5-like+F456L",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"B.1.351",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"B.1.617.2",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"B.1.1.529",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"B.1.1.7",3,102,2.9,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"B.1.427/B.1.429",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"B.1.525",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"B.1.621",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"BA.1",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"BA.2",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"BA.2.75",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"BA.2.86",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"BA.4",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"BA.5",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"BQ.1",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"C.37",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"P.1",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"P.3",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"XBB",0,102,0,6084155
"Austria","AT","2020-48","GISAID",31142,102,0.3,TRUE,"UNK",1,102,1,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"Other",74,74,100,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"XBB.1.5-like",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"XBB.1.5-like+F456L",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"B.1.351",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"B.1.617.2",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"B.1.1.529",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"B.1.1.7",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"B.1.427/B.1.429",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"B.1.525",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"B.1.621",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"BA.1",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"BA.2",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"BA.2.75",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"BA.2.86",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"BA.4",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"BA.5",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"BQ.1",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"C.37",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"P.1",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"P.3",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"XBB",0,74,0,6084155
"Austria","AT","2020-49","GISAID",23070,74,0.3,TRUE,"UNK",24,74,32.4,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"Other",19,19,100,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"XBB.1.5-like",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"XBB.1.5-like+F456L",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"B.1.351",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"B.1.617.2",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"B.1.1.529",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"B.1.1.7",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"B.1.427/B.1.429",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"B.1.525",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"B.1.621",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"BA.1",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"BA.2",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"BA.2.75",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"BA.2.86",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"BA.4",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"BA.5",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"BQ.1",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"C.37",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"P.1",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"P.3",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"XBB",0,19,0,6084155
"Austria","AT","2020-50","GISAID",18693,19,0.1,TRUE,"UNK",4,19,21.1,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"Other",75,77,97.4,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"XBB.1.5-like",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"XBB.1.5-like+F456L",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"B.1.351",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"B.1.617.2",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"B.1.1.529",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"B.1.1.7",2,77,2.6,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"B.1.427/B.1.429",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"B.1.525",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"B.1.621",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"BA.1",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"BA.2",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"BA.2.75",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"BA.2.86",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"BA.4",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"BA.5",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"BQ.1",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"C.37",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"P.1",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"P.3",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"XBB",0,77,0,6084155
"Austria","AT","2020-51","GISAID",14841,77,0.5,TRUE,"UNK",14,77,18.2,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"Other",176,179,98.3,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"XBB.1.5-like",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"XBB.1.5-like+F456L",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"B.1.351",1,179,0.6,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"B.1.617.2",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"B.1.1.529",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"B.1.1.7",2,179,1.1,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"B.1.427/B.1.429",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"B.1.525",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"B.1.621",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"BA.1",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"BA.2",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"BA.2.75",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"BA.2.86",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"BA.4",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"BA.5",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"BQ.1",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"C.37",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"P.1",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"P.3",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"XBB",0,179,0,6084155
"Austria","AT","2020-52","GISAID",13415,179,1.3,TRUE,"UNK",89,179,49.7,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"Other",387,403,96,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"XBB.1.5-like",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"XBB.1.5-like+F456L",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"B.1.351",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"B.1.617.2",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"B.1.1.529",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"B.1.1.7",16,403,4,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"B.1.427/B.1.429",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"B.1.525",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"B.1.621",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"BA.1",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"BA.2",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"BA.2.75",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"BA.2.86",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"BA.4",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"BA.5",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"BQ.1",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"C.37",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"P.1",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"P.3",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"XBB",0,403,0,6084155
"Austria","AT","2020-53","GISAID",14916,403,2.7,TRUE,"UNK",92,403,22.8,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"Other",202,256,78.9,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"XBB.1.5-like",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"XBB.1.5-like+F456L",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"B.1.351",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"B.1.617.2",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"B.1.1.529",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"B.1.1.7",54,256,21.1,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"B.1.427/B.1.429",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"B.1.525",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"B.1.621",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"BA.1",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"BA.2",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"BA.2.75",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"BA.2.86",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"BA.4",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"BA.5",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"BQ.1",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"C.37",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"P.1",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"P.3",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"XBB",0,256,0,6084155
"Austria","AT","2021-01","GISAID",14636,256,1.7,TRUE,"UNK",33,256,12.9,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"Other",339,501,67.7,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"XBB.1.5-like",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"XBB.1.5-like+F456L",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"B.1.351",76,501,15.2,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"B.1.617.2",2,501,0.4,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"B.1.1.529",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"B.1.1.7",84,501,16.8,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"B.1.427/B.1.429",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"B.1.525",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"B.1.621",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"BA.1",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"BA.2",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"BA.2.75",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"BA.2.86",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"BA.4",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"BA.5",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"BQ.1",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"C.37",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"P.1",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"P.3",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"XBB",0,501,0,6084155
"Austria","AT","2021-02","GISAID",10948,501,4.6,TRUE,"UNK",283,501,56.5,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"Other",714,872,81.9,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"XBB.1.5-like",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"XBB.1.5-like+F456L",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"B.1.351",143,872,16.4,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"B.1.617.2",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"B.1.1.529",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"B.1.1.7",15,872,1.7,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"B.1.427/B.1.429",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"B.1.525",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"B.1.621",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"BA.1",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"BA.2",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"BA.2.75",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"BA.2.86",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"BA.4",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"BA.5",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"BQ.1",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"C.37",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"P.1",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"P.3",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"XBB",0,872,0,6084155
"Austria","AT","2021-03","GISAID",10156,872,8.6,TRUE,"UNK",664,872,76.1,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"Other",1437,1570,91.5,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"XBB.1.5-like",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"XBB.1.5-like+F456L",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"B.1.351",77,1570,4.9,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"B.1.617.2",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"B.1.1.529",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"B.1.1.7",53,1570,3.4,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"B.1.427/B.1.429",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"B.1.525",3,1570,0.2,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"B.1.621",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"BA.1",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"BA.2",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"BA.2.75",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"BA.2.86",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"BA.4",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"BA.5",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"BQ.1",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"C.37",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"P.1",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"P.3",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"XBB",0,1570,0,6084155
"Austria","AT","2021-04","GISAID",9513,1570,16.5,TRUE,"UNK",1288,1570,82,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"Other",863,978,88.2,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"XBB.1.5-like",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"XBB.1.5-like+F456L",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"B.1.351",83,978,8.5,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"B.1.617.2",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"B.1.1.529",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"B.1.1.7",31,978,3.2,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"B.1.427/B.1.429",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"B.1.525",1,978,0.1,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"B.1.621",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"BA.1",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"BA.2",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"BA.2.75",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"BA.2.86",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"BA.4",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"BA.5",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"BQ.1",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"C.37",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"P.1",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"P.3",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"XBB",0,978,0,6084155
"Austria","AT","2021-05","GISAID",9115,978,10.7,TRUE,"UNK",761,978,77.8,6084155
"Austria","AT","2021-06","GISAID",9458,735,7.8,TRUE,"Other",517,735,70.3,6084155
"Austria","AT","2021-06","GISAID",9458,735,7.8,TRUE,"XBB.1.5-like",0,735,0,6084155
"Austria","AT","2021-06","GISAID",9458,735,7.8,TRUE,"XBB.1.5-like+F456L",0,735,0,6084155
"Austria","AT","2021-06","GISAID",9458,735,7.8,TRUE,"B.1.351",36,735,4.9,6084155
"Austria","AT","2021-06","GISAID",9458,735,7.8,TRUE,"B.1.617.2",0,735,0,6084155
"Austria","AT","2021-06","GISAID",9458,735,7.8,TRUE,"B.1.1.529",0,735,0,6084155
"Austria","AT","2021-06","GISAID",9458,735,7.8,TRUE,"B.1.1.7",181,735,24.6,6084155
"Austria","AT","2021-06","GISAID",9458,735,7.8,TRUE,"B.1.427/B.1.429",0,735,0,6084155
"Austria","AT","2021-06","GISAID",9458,735,7.8,TRUE,"B.1.525",1,735,0.1,6084155
