"country","country_code","year_week","source","new_cases","number_sequenced","percent_cases_sequenced","valid_denomi0tor","variant","number_detections_variant","number_sequenced_known_variant","percent_variant","total_cases"
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"Other",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"XBB.1.5-like",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"XBB.1.5-like+F456L",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"B.1.351",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"B.1.617.2",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"B.1.1.529",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"B.1.1.7",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"B.1.427/B.1.429",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"B.1.525",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"B.1.621",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"BA.1",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"BA.2",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"BA.2.75",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"BA.2.86",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"BA.4",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"BA.5",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"BQ.1",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"C.37",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"P.1",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"P.3",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"XBB",0,0,0,6084155
"Austria","AT","2020-01","GISAID",0,0,0,TRUE,"UNK",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"Other",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"XBB.1.5-like",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"XBB.1.5-like+F456L",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"B.1.351",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"B.1.617.2",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"B.1.1.529",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"B.1.1.7",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"B.1.427/B.1.429",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"B.1.525",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"B.1.621",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"BA.1",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"BA.2",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"BA.2.75",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"BA.2.86",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"BA.4",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"BA.5",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"BQ.1",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"C.37",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"P.1",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"P.3",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"XBB",0,0,0,6084155
"Austria","AT","2020-02","GISAID",0,0,0,TRUE,"UNK",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"Other",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"XBB.1.5-like",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"XBB.1.5-like+F456L",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"B.1.351",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"B.1.617.2",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"B.1.1.529",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"B.1.1.7",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"B.1.427/B.1.429",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"B.1.525",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"B.1.621",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"BA.1",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"BA.2",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"BA.2.75",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"BA.2.86",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"BA.4",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"BA.5",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"BQ.1",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"C.37",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"P.1",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"P.3",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"XBB",0,0,0,6084155
"Austria","AT","2020-03","GISAID",0,0,0,TRUE,"UNK",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"Other",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"XBB.1.5-like",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"XBB.1.5-like+F456L",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"B.1.351",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"B.1.617.2",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"B.1.1.529",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"B.1.1.7",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"B.1.427/B.1.429",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"B.1.525",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"B.1.621",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"BA.1",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"BA.2",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"BA.2.75",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"BA.2.86",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"BA.4",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"BA.5",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"BQ.1",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"C.37",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"P.1",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"P.3",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"XBB",0,0,0,6084155
"Austria","AT","2020-04","GISAID",0,0,0,TRUE,"UNK",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"Other",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"XBB.1.5-like",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"XBB.1.5-like+F456L",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"B.1.351",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"B.1.617.2",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"B.1.1.529",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"B.1.1.7",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"B.1.427/B.1.429",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"B.1.525",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"B.1.621",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"BA.1",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"BA.2",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"BA.2.75",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"BA.2.86",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"BA.4",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"BA.5",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"BQ.1",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"C.37",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"P.1",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"P.3",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"XBB",0,0,0,6084155
"Austria","AT","2020-05","GISAID",0,0,0,TRUE,"UNK",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"Other",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"XBB.1.5-like",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"XBB.1.5-like+F456L",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"B.1.351",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"B.1.617.2",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"B.1.1.529",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"B.1.1.7",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"B.1.427/B.1.429",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"B.1.525",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"B.1.621",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"BA.1",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"BA.2",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"BA.2.75",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"BA.2.86",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"BA.4",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"BA.5",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"BQ.1",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"C.37",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"P.1",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"P.3",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"XBB",0,0,0,6084155
"Austria","AT","2020-06","GISAID",0,0,0,TRUE,"UNK",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"Other",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"XBB.1.5-like",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"XBB.1.5-like+F456L",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"B.1.351",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"B.1.617.2",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"B.1.1.529",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"B.1.1.7",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"B.1.427/B.1.429",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"B.1.525",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"B.1.621",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"BA.1",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"BA.2",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"BA.2.75",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"BA.2.86",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"BA.4",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"BA.5",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"BQ.1",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"C.37",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"P.1",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"P.3",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"XBB",0,0,0,6084155
"Austria","AT","2020-07","GISAID",0,0,0,TRUE,"UNK",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"Other",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"XBB.1.5-like",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"XBB.1.5-like+F456L",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"B.1.351",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"B.1.617.2",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"B.1.1.529",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"B.1.1.7",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"B.1.427/B.1.429",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"B.1.525",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"B.1.621",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"BA.1",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"BA.2",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"BA.2.75",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"BA.2.86",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"BA.4",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"BA.5",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"BQ.1",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"C.37",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"P.1",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"P.3",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"XBB",0,0,0,6084155
"Austria","AT","2020-08","GISAID",0,0,0,TRUE,"UNK",0,0,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"Other",8,8,100,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"XBB.1.5-like",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"XBB.1.5-like+F456L",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"B.1.351",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"B.1.617.2",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"B.1.1.529",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"B.1.1.7",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"B.1.427/B.1.429",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"B.1.525",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"B.1.621",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"BA.1",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"BA.2",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"BA.2.75",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"BA.2.86",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"BA.4",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"BA.5",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"BQ.1",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"C.37",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"P.1",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"P.3",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"XBB",0,8,0,6084155
"Austria","AT","2020-09","GISAID",12,8,66.7,TRUE,"UNK",0,8,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"Other",58,58,100,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"XBB.1.5-like",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"XBB.1.5-like+F456L",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"B.1.351",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"B.1.617.2",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"B.1.1.529",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"B.1.1.7",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"B.1.427/B.1.429",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"B.1.525",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"B.1.621",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"BA.1",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"BA.2",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"BA.2.75",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"BA.2.86",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"BA.4",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"BA.5",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"BQ.1",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"C.37",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"P.1",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"P.3",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"XBB",0,58,0,6084155
"Austria","AT","2020-10","GISAID",115,58,50.4,TRUE,"UNK",0,58,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"Other",119,119,100,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"XBB.1.5-like",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"XBB.1.5-like+F456L",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"B.1.351",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"B.1.617.2",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"B.1.1.529",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"B.1.1.7",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"B.1.427/B.1.429",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"B.1.525",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"B.1.621",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"BA.1",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"BA.2",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"BA.2.75",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"BA.2.86",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"BA.4",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"BA.5",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"BQ.1",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"C.37",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"P.1",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"P.3",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"XBB",0,119,0,6084155
"Austria","AT","2020-11","GISAID",874,119,13.6,TRUE,"UNK",0,119,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"Other",136,136,100,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"XBB.1.5-like",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"XBB.1.5-like+F456L",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"B.1.351",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"B.1.617.2",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"B.1.1.529",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"B.1.1.7",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"B.1.427/B.1.429",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"B.1.525",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"B.1.621",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"BA.1",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"BA.2",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"BA.2.75",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"BA.2.86",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"BA.4",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"BA.5",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"BQ.1",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"C.37",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"P.1",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"P.3",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"XBB",0,136,0,6084155
"Austria","AT","2020-12","GISAID",3046,136,4.5,TRUE,"UNK",0,136,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"Other",161,161,100,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"XBB.1.5-like",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"XBB.1.5-like+F456L",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"B.1.351",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"B.1.617.2",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"B.1.1.529",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"B.1.1.7",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"B.1.427/B.1.429",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"B.1.525",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"B.1.621",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"BA.1",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"BA.2",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"BA.2.75",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"BA.2.86",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"BA.4",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"BA.5",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"BQ.1",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"C.37",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"P.1",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"P.3",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"XBB",0,161,0,6084155
"Austria","AT","2020-13","GISAID",5098,161,3.2,TRUE,"UNK",0,161,0,6084155
"Austria","AT","2020-14","GISAID",3114,109,3.5,TRUE,"Other",109,109,100,6084155
"Austria","AT","2020-14","GISAID",3114,109,3.5,TRUE,"XBB.1.5-like",0,109,0,6084155
"Austria","AT","2020-14","GISAID",3114,109,3.5,TRUE,"XBB.1.5-like+F456L",0,109,0,6084155
"Austria","AT","2020-14","GISAID",3114,109,3.5,TRUE,"B.1.351",0,109,0,6084155
"Austria","AT","2020-14","GISAID",3114,109,3.5,TRUE,"B.1.617.2",0,109,0,6084155
"Austria","AT","2020-14","GISAID",3114,109,3.5,TRUE,"B.1.1.529",0,109,0,6084155
"Austria","AT","2020-14","GISAID",3114,109,3.5,TRUE,"B.1.1.7",0,109,0,6084155
